Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
" HOOKE-E3-P2,164.154 but helps the top inwards , HOOKE-E3-P2,164.155 and thus , by an alternate and successive retracting and emitting of the Sting in and out of the sheath , the little enraged creature by degrees makes his revengfull weapon pierce t",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,emitting,hooke-e3-p2.txt,EModE
eding Five & twenty Yeares Purchase for Land~ so laid out and likewise such Recompence as they shall think reasonable for the making of a new Ditch and Fence to that side of the High-way that shall be so enlarged and also Satisfaction to any Person t,NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making ,stat-1690-e3-h.txt,EModE
"uing age and good caske to lie in , it will be strong enough for any good mans drinking . MARKHAM-E2-P1,2,121.137 Now for the brewing of ordinary Beere , your mault being well ground and put in your Mash-fat , and your liquor in your leade ready to b",NG,activity,activity,activity,unbound,unbound,atelic,neutral,brewing,markham-e2-p1.txt,EModE
"re my Breeches , PENNY-E3-P2,201.250 that I know and you know not ; PENNY-E3-P2,201.251 but what you will give me towards the mending of them , that you know , and I know not , PENNY-E3-P2,201.252 but what the Knave the Taylor will have for mending t",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,mending,penny-e3-p2.txt,EModE
"as M. Grey the cheif of the 4 masters of the queenes shyps , a very skilful coaster and one that had byn muche employd in the taking of French pyrats and had fared the better for them . MADOX-E2-P1,104.311 Hear we bowled MADOX-E2-P1,104.312 and supt ",NG,activity,activity,activity,unbound,unbound,atelic,unbound,taking ,madox-e2-p1.txt,EModE
High-ways is expired and that the ordinary Course appointed by the Laws and Statutes of this Realme is not sufficient for the enlargeing of the High-ways of this Kingdome Be it enacted by the King~ most Excellent Majesty by and with the Advice and Co,NG,activity,activity,activity,unbound,unbound,atelic,neutral,enlarging,stat-1690-e3-h.txt,EModE
"Jan. 27th , 1673 . AUNGIER-E3-P2,167,A.4 May it please y=r= Ex=cye= , There seemes to be now a greate propensity towards y=e= repealing of the Act ag=t= Irish Cattle , complaints comeing from all partes of Engl=d= of y=e= greate mortallity of Sheepe ",NG,achievement,achievement,achievement,bound,bound,telic,neutral,repealing,aungier-e3-p2.txt,EModE
"tter which you sent unto mee ROXINDEN2-E2-P1,1,43.4 and I am very glad to heere that you ar in good helth as {in} i am at the writing of thes poore weeke lines unto you ROXINDEN2-E2-P1,1,43.5 and i coold wish that i had saved the paynes of writing th",NG,activity,activity,activity,unbound,unbound,atelic,unbound,writing,roxinden2-e2-p1.txt,EModE
"ng least in his Absence the Complayntes of his Adversaries might prevayle wherof he had former Experience did then excuse the Undertaking of that Service , by his Disabilitie of Body , being touched with that Country Disease , and one of his Legges m",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,undertaking,perrott-e2-p2.txt,EModE
"ad , the teachers are to continue the like care of sweet and naturall pronunciation . BRINSLEY-E2-H,15.108 Secondly , for the knowing of the letters besides that common manner practised in Schooles , which is by oft reading over all the letters forwa",NG,state,state,state,unbound,unbound,atelic,neutral,knowing,brinsley-e2-h.txt,EModE
"t please your Grace , and you the rest of my Lords here , The hearing of this Indictment giveth me occasion to enter into the making of a Suit , which I meant not to have done before my coming hither : THOWARD2-E2-P1,1,86.6 I beseech you , if the Law",NG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making ,thoward2-e2-p1.txt,EModE
" will be all so well pleased , that the Master shall never be blamed for endeavouring to preferre one boy before another , or keeping of any back , that would seem to go faster then his fellowes at his Book . HOOLE-E3-P2,251.113 And indeed I have som",NG,state,state,accomplishment,bound,unbound,atelic,bound,keeping,hoole-e3-p2.txt,EModE
"then first of foode , it is two-fold , either generall , or particular ; MARKHAM-E2-P2,1,101.154 generall as for a continuall vpholding and maintaining of a dogge in good state of bodie , being in good plight and liking , or particular when a dogge i",NG,activity,activity,activity,unbound,unbound,atelic,neutral,upholding,markham-e2-p2.txt,EModE
"tionable age . LOCKE-E3-P1,38.90 These defects in the female sex those that write of that Country impute to their unresonable bindeing of their feet , whereby the free circulation of the blood is hindred and the growth and health of the whole body su",NG,activity,activity,activity,unbound,unbound,atelic,neutral,binding,locke-e3-p1.txt,EModE
"nd with a litle sett , KNYVETT-1620-E2-H,60.147 not to deepe is all the fashion . KNYVETT-1620-E2-H,60.148 I have no skill in buing of lace , KNYVETT-1620-E2-H,60.149 therfore I hope she will pardon me . KNYVETT-1620-E2-H,60.150 I $can $not {TEXT:can",NG,activity,activity,activity,unbound,unbound,atelic,unbound,buying,knyvett-1620-e2-h.txt,EModE
" : yet in this action it must be more seriouslie imploid then in anie other . MARKHAM-E2-H,2,110.216 To beginne then with the fleeting or gathering of your Creame from the Milke , you shall doe it in this manner : MARKHAM-E2-H,2,110.217 The Milke whi",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,fleeting,markham-e2-h.txt,EModE
" and yow shold heareafter heare of them ; GAWDY-E2-P2,46.31 then I replyed that I toke it for a lye and him for a lyar in the reporting of it , and not mayntayning it . GAWDY-E2-P2,46.32 Well cosin saythe he I have nothing to say to yow , GAWDY-E2-P2",NG,accomplishment,activity,activity,unbound,unbound,telic,unbound,reporting,gawdy-e2-p2.txt,EModE
"htfull of my neerest concerns . ANHATTON-E3-P2,2,209.26 The want of coach horses has , since my Lords going , hinderd me from waitting of y=r= Losp. , and the news this last week of her illness from sending to know how you did . ANHATTON-E3-P2,2,209.",NG,activity,activity,activity,unbound,unbound,atelic,neutral,waiting,anhatton-e3-p2.txt,EModE
" HAYWARD-E2-H,87.172 and was alltogether unapproacheable for remedy , as well in regard of the height of the church as of the falling downe of the moulten lead . HAYWARD-E2-H,87.173 The flames flew over many partes of the city ; HAYWARD-E2-H,87.174 s",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,falling,hayward-e2-h.txt,EModE
"sonn John Barrington JBARRING-E2-P1,101.27 London , JBARRING-E2-P1,101.28 12th November , 1629 JBARRING-E2-P1,101.29 Since my wrighting of this I heare there is a frind of mine come from Sweden who was a captain there . JBARRING-E2-P1,101.30 He repor",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,writing,jbarring-e2-p1.txt,EModE
"on . CLOWES-E2-H,19.147 A choyse and speciall mollyfying and resoluing plaister , CLOWES-E2-H,20.149 and serueth well for the curing of this greeuance : As my selfe haue many times approoued . CLOWES-E2-H,20.150 Rx. Serapini {COM:ounce_symbol} iiii. ",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,curing,clowes-e2-h.txt,EModE
"tters unto yow , which is that I shall be ever desirous to be instructed hearin by your sealfe and will not be wanting in the following of the course yow shall be pleased to advise mee , JBARRING-E2-P1,117.59 howbeit I shall nevertheles be diligent m",NG,activity,activity,activity,unbound,unbound,atelic,unbound,following,jbarring-e2-p1.txt,EModE
"9 But it was at last broke off on account of Religion , which was always Elizabeth's last Resort for breaking off Treaties of this Kind . KIMBER-1742,265.C1.170 However , this did not hinder a defensi",VG,activity,activity,activity,unbound,unbound,atelic,neutral,breaking _off,kimber-1742.txt,LModE
"nd S=r= Drue Drury was nominated for Norfolk . GAWDY-E2-P1,27.64 Some newes of landing of certyne Spanyardes in Irland and of winning of a castle wher they shold have taken M=r= Denny a prisoner . GAWDY-E2-P1,27.65 But it is very vnlike to be true , ",NG,achievement,achievement,achievement,bound,bound,telic,bound,winning,gawdy-e2-p1.txt,EModE
"HOOKE-E3-H,45.24 Nor will any part of this Hypothesis seem strange to him that considers , First , that either hammering , or filing , or otherwise violently rubbing of Steel , will presently make it so hot as to be able to burn ones fingers . HOOKE-",NG,activity,activity,activity,unbound,unbound,atelic,neutral,filing,hooke-e3-h.txt,EModE
"fly in those letters which belong unto it . HOOLE-E3-H,2.12 Now there are five organs or instruments of speech , in the right hitting of which , as the breath moveth from within , through the mouth , a true pronunciation of every letter is made , viz",NG,achievement,activity,activity,unbound,unbound,atelic,unbound,hitting,hoole-e3-h.txt,EModE
"gs up an Herb like Saffron and Hermodactyls , on which the Flocks of Goats or Sheep feed , FRYER-E3-P1,2,194.152 and by their eating thereof these Stones concrete FRYER-E3-P1,2,194.153 and become an hard Substance ; FRYER-E3-P1,2,194.154 but I suspen",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,eating,fryer-e3-p1.txt,EModE
"ARKHAM-E2-H,2,109.203 but as she came gently so withall gentlenes she shall depart . MARKHAM-E2-H,2,109.204 Touching the well ordering of milke after it is come home to the Dairie , the maine point belonging therunto is the Hus-wiues cleanlinesse in ",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,ordering,markham-e2-h.txt,EModE
"n to follow the Prescriptions of a learned Physitian , and when the Rules are both good and easie , to submit to them for the recovering of his health and by following these , finds a power entring within him , that frees him from the slavery of his ",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,recovering,burnetroc-e3-p2.txt,EModE
" did deliver the said Letters to one Matthew de Lawrency , to be delivered to the said Count , which he did deliver , for the obtaining of the 600,000 Crowns ; which Money by other Letters Count Aremberg did promise to perform the Payment of ; RALEIG",NG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,obtaining,raleigh-e2-p1.txt,EModE
"he hawke is kept too sharpe , or flowne out of her due time , any of which faults when you perceiue , you shall then vpon the doing thereof giue her a dead quarrie , and then hood her vp without reward , and an houre or two after call her to the lure",NG,activity,activity,activity,unbound,unbound,atelic,unbound,doing,markham-e2-p1.txt,EModE
" appoynted to oversee and sett forward the worke , who used such diligence in ther charge , that , within one month after the firing of the church , all the fower greate roofes wer covered with a sleight roofe of boordes and leade , onely to preserve",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,firing,hayward-e2-h.txt,EModE
"me , she would ha' hang'd About my Necke , and neuer left her hold Till she had kist me into wanton businesses , Which at the waking of my better Iudgement I should haue curst most bitterly , And layd a thicker vengance on my act Then miserie of the ",NG,achievement,activity,activity,unbound,unbound,telic,unbound,waking ,middlet-e2-p1.txt,EModE
"hose Clamours , that would otherwise have been raised within them : BURNETROC-E3-P1,69.183 He did not deny but that after the doing of some things he felt great and severe Challenges within himself : BURNETROC-E3-P1,69.184 But he said , He felt not t",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,doing,burnetroc-e3-p1.txt,EModE
" without booke , construe and parse . BRINSLEY-E2-H,41.129 More , as I take it , is not much used , for the understanding and making use of them . BRINSLEY-E2-H,41.130 Phil. I know it to be as you say ; BRINSLEY-E2-H,41.131 and do hold it to be a ver",NG,activity,activity,activity,unbound,unbound,atelic,neutral,making,brinsley-e2-h.txt,EModE
"other ways of raising money if he had a mind : and that the assisting your Majesty was a hundred times a more pious work than building of Churches , especially where there are already too many : that by this speedy assistance he would not only do a w",NG,activity,activity,activity,unbound,unbound,atelic,neutral,building,drummond-e3-p1.txt,EModE
"e you . HARLEY-E2-H,5.109 Need has bine euer sence Sunday trubled with the rume in his fase very much . HARLEY-E2-H,5.110 The swelling of his face made him very dull ; HARLEY-E2-H,5.111 but nowe , I thanke God , he is better , HARLEY-E2-H,5.112 and b",NG,activity,activity,accomplishment,bound,unbound,atelic,bound,swelling,harley-e2-h.txt,EModE
"P2,29.70 4 BRINSLEY-E2-P2,29.71 Cause every one of them to make his own pen ; BRINSLEY-E2-P2,29.72 otherwise the making , and mending of pens , will be a very great hinderance , both to the Masters and to the Schollers . BRINSLEY-E2-P2,29.73 Besides ",NG,activity,activity,activity,unbound,unbound,atelic,neutral,mending,brinsley-e2-p2.txt,EModE
" few Years since , that he came into England , where he privately resided till about the Time of the Breaking out of the Rebellion ; TOWNLEY-1746,27.173 and the French King imagining he might be of Se",NG,achievement,achievement,achievement,bound,bound,telic,bound,breaking_out,townley-1746.txt,LModE
